# compound id (and file prefix), SMILES, iupac name (or alternative if IUPAC is unavailable or not parseable by OEChem), experimental value (kcal/mol), experimental uncertainty (kcal/mol), Mobley group calculated value (GAFF) (kcal/mol), calculated uncertainty (kcal/mol), experimental reference (original or paper this value was taken from), calculated reference, text notes.,dG (TF),std (TF),dG (TF) lrc,lrc,lrc std,lrc diff,nr intst,nr waters,box length,diff,diff GAFF,functional group
mobley_9197172, CCCCCCC=C, oct-1-ene,1.92,0.6,2.9,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",2.41,0.06,1.98,-0.43,0.02,0.06,14,912,31,0.49,0.98,alkene
mobley_9201263, COS(=O)(=O)C, methyl methanesulfonate,-4.87,0.6,-8.82,0.03, 10.1139/v98-084, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-7.43,0.07,-7.78,-0.35,0.02,2.91,12,668,28,2.56,3.95,sulfonic acid ester
mobley_9209581, CN(C)C," N,N-dimethylmethanamine",-3.2,0.6,-2.64,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.39,0.02,-2.58,-0.19,0.03,0.62,10,670,28,0.81,0.56,tertiary amine
mobley_9246215, C=CCC=C," penta-1,4-diene",0.93,0.6,2.36,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.74,0.04,0.46,-0.28,0.02,0.47,11,668,28,0.19,1.43,alkene
mobley_9246351, C(Br)Br, dibromomethane,-1.96,0.6,-0.41,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.89,0.05,-2.25,-0.36,0.01,0.29,9,667,28,0.07,1.55,alkyl bromide
mobley_9257453, c1cc(c(cc1O)Cl)Cl," 3,4-dichlorophenol",-7.29,0.1,-5.14,0.03, SAMPL4_Guthrie, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.05,0.06,-5.53,-0.48,0.01,1.76,15,663,28,2.24,2.15,phenol or hydroxyhetarene
mobley_929676, CCCCCCBr, 1-bromohexane,0.18,0.6,1.08,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.53,0.02,0.07,-0.46,0.01,0.11,13,842,30,0.35,0.9,alkyl bromide
mobley_9407874, CCCCCCC(=O)C, octan-2-one,-2.88,0.6,-2.76,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.74,0.08,-3.21,-0.47,0.02,0.33,15,751,29,0.14,0.12,ketone
mobley_9414831, Cc1cccc2c1cccc2, 1-methylnaphthalene,-2.44,0.6,-3.21,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.42,0.05,-2.01,-0.59,0.02,0.43,17,666,28,1.02,0.77,aromatic
mobley_9434451, CC(C)Br, 2-bromopropane,-0.48,0.6,0.45,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",1.16,0.07,0.89,-0.27,0.01,1.37,10,667,28,1.64,0.93,alkyl bromide
mobley_9460824, CCOP(=S)(OCC)SCSCC, diethoxy-(ethylsulfanylmethylsulfanyl)-thioxo-$l^{5}-phosphane,-4.37,0.1,-6.43,0.05, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from phorate to diethoxy-(ethylsulfanylmethylsulfanyl)-thioxo-$l^{5}-phosphane for better handling/standardization.  ",-6.87,0.16,-8.07,-1.2,0.01,3.7,19,904,31,2.5,2.06,thiophosphoric acid ester
mobley_9478823, Cc1ccccc1C, o-xylene,-0.9,0.6,-0.85,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.17,0.05,-0.25,-0.42,0.01,0.65,14,667,28,1.07,0.05,aromatic
mobley_9507933, Cc1ccc(nc1)C," 2,5-dimethylpyridine",-4.72,0.6,-3.17,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.05,0.14,-3.46,-0.41,0.02,1.26,14,668,28,1.67,1.55,aromatic
mobley_9510785, c1ccc(cc1)c2cc(c(c(c2Cl)Cl)Cl)Cl," 1,2,3,4-tetrachloro-5-phenyl-benzene",-3.48,1,-1.31,0.04, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.79,0.07,-2.65,-0.86,0.01,0.83,22,996,32,1.69,2.17,aryl chloride
mobley_951560, C1CNCCN1, piperazine,-7.4,0.6,-8.48,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-6.94,0.37,-7.24,-0.3,0.02,0.16,12,668,28,0.46,1.08,secondary amine
mobley_9534740, C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O," (2R,3R,4S,5S,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol",-25.47,0.22,-18.09,0.07, 10.1007/s10822-010-9350-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Changed IUPAC name from d-glucose to (2R,3R,4S,5S,6R)-6-(hydroxymethyl)tetrahydropyran-2,3,4,5-tetrol for better handling/standardization.  ",-14.92,0.4,-15.51,-0.59,0.02,9.96,18,664,28,10.55,7.38,hemiacetal
mobley_9557440, c1c(c(=O)[nH]c(=O)[nH]1)Cl, 5-chlorouracil,-17.74,0.78,-16.61,0.03, 10.1007/s10822-010-9350-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-13.6,0.02,-14.1,-0.5,0.01,3.64,15,664,28,4.14,1.13,aryl chloride
mobley_9565165, c1ccc-2c(c1)Cc3c2cccc3, 9H-fluorene,-3.35,0.6,-4.27,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-8.54,0.05,-9.23,-0.69,0.01,5.88,19,841,30,5.19,0.92,aromatic
mobley_9617923, CCCCCCCCC(=O)C, decan-2-one,-2.34,0.6,-2.57,0.04, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.45,0.13,-3.04,-0.59,0.01,0.7,17,1002,32,0.11,0.23,ketone
mobley_9624458, C(CCl)CCl," 1,3-dichloropropane",-1.89,0.6,-0.42,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.13,0.27,-0.2,-0.33,0.01,1.69,11,664,28,2.02,1.47,alkyl chloride
mobley_9626434, CCOCCO, 2-ethoxyethanol,-6.69,0.6,-4.41,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.8,0.03,-6.13,-0.33,0.01,0.56,12,669,28,0.89,2.28,primary alcohol
mobley_9653690, CC1=CC[C@H](C[C@@H]1O)C(=C)C," (1S,5R)-2-methyl-5-(1-methylethenyl)-2-cyclohexen-1-ol",-4.44,0.43,-3.26,0.04, SAMPL4_Guthrie, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.69,0.13,-4.31,-0.62,0.01,0.13,17,752,29,0.75,1.18,secondary alcohol
mobley_967099, CC(C)[N+](=O)[O-], 2-nitropropane,-3.13,0.6,-1.74,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.02,0.03,-5.31,-0.29,0.02,2.18,12,666,28,1.89,1.39,nitro
mobley_9671033, CCC[N+](=O)[O-], 1-nitropropane,-3.34,0.6,-1.63,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-5.66,0.07,-5.99,-0.33,0.01,2.65,12,668,28,2.32,1.71,nitro
mobley_9705941, Cc1cccs1, 2-methylthiophene,-1.38,0.6,-0.3,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.9,0.06,-1.29,-0.39,0.01,0.09,12,669,28,0.48,1.08,aromatic
mobley_9717937, c1ccc(cc1)c2ccccc2Cl, 1-chloro-2-phenyl-benzene,-2.69,0.1,-2.51,0.03, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.43,0.06,-2.12,-0.69,0.01,0.57,19,840,30,1.26,0.18,aryl chloride
mobley_9729792, C1C=CC=CC=C1," cyclohepta-1,3,5-triene",-0.99,0.6,-0.1,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.61,0.07,-2.01,-0.4,0.01,1.02,13,668,28,0.62,0.89,alkene
mobley_9733743, CCCCN, butan-1-amine,-4.24,0.6,-2.96,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.01,0.02,-1.27,-0.26,0.02,2.97,11,667,28,3.23,1.28,primary amine
mobley_9740891, c1cc(c(c(c1)Cl)C#N)Cl, dichlobenil,-4.71,1.93,-3.32,0.03, 10.1021/jp806724u, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-4.97,0.12,-5.54,-0.57,0.01,0.83,16,749,29,0.26,1.39,aryl chloride
mobley_9741965, C[C@@H](CCO[N+](=O)[O-])O[N+](=O)[O-]," 1,3-bis-(nitrooxy)butane",-4.29,0.39,-4.94,0.02, SAMPL4_Guthrie, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.25,0.28,-3.81,-0.56,0.01,0.48,18,749,29,1.04,0.65,nitrate
mobley_9794857, CC(C)(C)OC, 2-methoxy-2-methyl-propane,-2.21,0.6,-0.69,0.03, 10.1139/v91-2, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-1.49,0.06,-1.82,-0.33,0.01,0.39,12,669,28,0.72,1.52,dialkyl ether
mobley_9821936, c12c(c(c(c(c1Cl)Cl)Cl)Cl)Oc3c(c(c(c(c3Cl)Cl)Cl)Cl)O2," 1,2,3,4,6,7,8,9-octachlorodibenzo-p-dioxin",-4.53,1,-1.15,0.04, 10.1007/s10822-012-9568-8, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-3.36,0.04,-4.51,-1.15,0.03,0.02,28,1208,34,1.17,3.38,diaryl ether
mobley_9838013, CCC(C)(C)O, 2-methylbutan-2-ol,-4.43,0.6,-2.93,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-2.02,0.09,-2.35,-0.33,0.01,2.08,12,667,28,2.41,1.5,tertiary alcohol
mobley_9883303, CCC[C@H](C)CC, 3-methylhexane,2.71,0.6,2.81,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104, Renamed mobley_9883303 from 3-methylhexane to (3R)-3-methylhexane (the name from the 3D structure) since the former did not completely specify stereochemistry.  ,3.16,0.07,2.78,-0.38,0.01,0.07,13,667,28,0.45,0.1,alkane
mobley_9897248, CC(=CCC/C(=C\CO)/C)C," (2Z)-3,7-dimethylocta-2,6-dien-1-ol",-4.78,0.25,-2.6,0.04, SAMPL4_Guthrie, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  Former IUPAC name Nerol replaced with one generated from the 3D structure, (2Z)-3,7-dimethylocta-2,6-dien-1-ol  ",-3.63,0.28,-4.28,-0.65,0,0.5,17,662,28,1.15,2.18,primary alcohol
mobley_9913368, C(=C/Cl)\Cl," (E)-1,2-dichloroethylene",-0.78,0.6,1.02,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Renamed mobley_9913368 from (E)-1,2-dichloroethylene to (E)-1,2-dichloroethylene (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",0.11,0.04,-0.18,-0.29,0.02,0.6,10,667,28,0.89,1.8,halogen derivative
mobley_9942801, CCc1ccc(cc1)C, 1-ethyl-4-methyl-benzene,-0.95,0.6,-0.57,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",0.4,0.05,-0.09,-0.49,0.01,0.86,15,753,29,1.35,0.38,aromatic
mobley_994483, CCBr, bromoethane,-0.74,0.6,0.49,0.02, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",-0.45,0.05,-0.69,-0.24,0,0.05,9,670,28,0.29,1.23,alkyl bromide
mobley_9974966, CC(C)SC(C)C, 2-isopropylsulfanylpropane,-1.21,0.6,0.14,0.03, 10.1021/ct050097l, 10.1021/acs.jced.7b00104," Experimental uncertainty not presently available, so assigned a default value.  ",1.81,0.12,1.35,-0.46,0.01,2.56,13,664,28,3.02,1.35,thioether
mobley_9979854, C[C@H](C(F)(F)F)O, 111-trifluoropropan-2-ol,-4.2,0.2,-3.49,0.03, 10.1039/P29900000291, 10.1021/acs.jced.7b00104," Renamed mobley_9979854 from 1,1,1-trifluoropropan-2-ol to (2R)-1,1,1-trifluoropropan-2-ol (the name from the 3D structure) since the former did not completely specify stereochemistry.  ",-2.52,0.02,-2.75,-0.23,0.02,1.45,13,669,28,1.68,0.71,secondary alcohol
